,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated,GC - Most Engaging,GC - Up-and-Coming,GC - Popular,GC - People Love,Current Date,Age of Game,Visitors Per Day,Likes Per Day,Dislikes Per Day,Ratings Per Day,Favorites Per Day,Title length,Desc length
39,anomic,RPG,315430,45,34728977,90663,25190,"Exposed to the anarchy of a fictional desert town surrounded by the nothingness of Nevada in the early 90s, you are meant to stand on your own legs to earn money through many different ways. Join the Sheriff department and keep the crime behind a line, become a Trucker and help getting goods there where they belong to, open up your own shop selling a variety to other players, or be a dropout hiding in the canyons to make cash through illegal ways.

Make Sure to read the rules! https://devforum.roblox.com/t/-/902057

Credits :
Building : Loumec, Iy_te
Scripting : Loumec, AspectType, PassiGames

This game updates weekly on sunday noons PST!",1/7/2020,5/24/2021,1,0,0,0,2021-05-27,506,68634.3418972332,179.17588932806325,49.78260869565217,228.95849802371544,623.3794466403162,6,646
40,  unboxing simulator  ,All Genres,798524,45,203278329,244002,25615,"📦 Welcome to Unboxing Simulator! 📦

⚔️ Go on a box smashing adventure! 
🤠 Unbox boxes and gifts to unlock new areas and find rare hats! 
🐣 Hatch eggs and grow a collection of powerful pets that help you become the ultimate box destroyer! 🌌 

Check the update log on the loading screen.

🚨 Follow us for updates and special codes: https://twitter.com/teamunsquared

Follow the developers!
brinkokevin - https://twitter.com/brinkokevin
Tradesmark - https://twitter.com/TradesmarkRBLX",4/1/2019,5/20/2021,0,0,0,0,2021-05-27,787,258295.208386277,310.04066073697584,32.547649301143586,342.5883100381194,1014.6429479034307,22,481
41,the wild west,Western,915280,30,101039514,319170,49077,"🔧 EARLY ACCESS | SHUTDOWN = UPDATE
NEWS: The game is free forever! Data has not been wiped.

🤠 Welcome to The Wild West! Become a seasoned explorer, hit gold in the Mountains, or take for yourself and steal as an Outlaw. Stalk rare prey as a hunter, or live the law and hunt Outlaws for a reward. The experience is yours to make in this Western themed adventure RPG. Will you become the next legendary Cowboy?

⭐👍 If you'd like to support us please like and favorite the game!

🔔 Remember to hit the FOLLOW button to get notified when we release new updates.

Check our Social Links and join the community for updates on the game!

Rules and Guidelines: https://devforum.roblox.com/t/-/1234273

NOTE: VIP servers have reduced loot values for fairness.",9/5/2018,5/25/2021,1,0,1,0,2021-05-27,995,101547.25025125628,320.77386934673365,49.323618090452264,370.0974874371859,919.8793969849246,13,751
42,gacha online| custom oc rp (roleplay),All Genres,969780,35,324668419,164415,71038,"➡️ Gacha Online's content is 100% free, supported by your donations and premium playtime! ⬅️

( Game Version 1.498 - 5/9/21 - Minor update (NEW CONTENT COMING SOON!))

~~~~~~~ Welcome to Gacha Online BETA! ~~~~~~~ (*・ω・)ﾉ
Customize your Gacha OCs in Roblox, just like Gacha Life -- ⭐BUT MULTIPLAYER!⭐

Have fun Roleplaying, Exploring, and just hanging out with new friends!
-- Make Gacha Mini Movies live and with your friends!
-- Customize your characters right next to your buddies!
-- COMPLETELY FREE CUSTOMIZATION!

-- Made with ❤️ by Snowdust --

Remember to like 👍 the game, and tell your friends about it!

This is an official fangame of the Gacha Club and Gacha Life series made by Lunime.
You can find them on the app store!


Map Credits:
Middle Park & Cat Cafe: Game ""Sweet Dance""
School Plaza, Gym, Nurse, Pool & Office: ""Maddoktor2""",7/5/2020,5/25/2021,1,0,1,0,2021-05-27,326,995915.3957055215,504.340490797546,217.90797546012269,722.2484662576687,2974.7852760736196,37,845
43,mall tycoon,All Genres,562754,6,117209515,179155,13125,"Lagging? Make a FREE VIP server

Create your own personalized Mall, with over 35 stores to choose from. Hey, look at that… some people are starting to visit your mall!

🏨🚶‍♂‍🚶‍♀‍ 

Build the correct types of stores to keep your customers happy. These customers are not easy to please but if you manage to do so you will be rewarded with large TIPS! Wow, more customers are coming to your mall…

🏨🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 

Paint your walls and decorate your mall so it is unique. Unlock a variety of awesome set pieces at the end of every floor. Now your mall is getting really busy…

🏨🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍ 🚶‍♂‍🚶‍♀‍

Create all 12 floors then stand on the roof and look out into the distance. You are a champion; you have conquered the Roblox Mall. Everything the light touches is your kingdom (except all the other malls, the road, and generally anything not within the area of your Mall). ",9/25/2020,5/14/2021,1,0,0,0,2021-05-27,244,480366.86475409835,734.2418032786885,53.790983606557376,788.0327868852459,2306.3688524590166,11,935
44,dragon ball z final stand,Fighting,1403852,26,387632175,461677,53179,"Thanks for playing, but this game isn't being actively developed anymore, so don't expect any updates or fixes.

CONTROLS BELOW PLEASE READ

Left Click = Punch 
Right Click = Guard Break
X = Charge (hold longer for better)
F = Block
Q = Dodge
Z = Sense Ki/Scouter
M = Menu
Double tap W while flying to go faster
Hold Space = Fly
Hold Ctrl = Descend

Scripter: SnakeWorl
Builder: AfroDs
Spanish Translation: Jeffreyubi",11/1/2016,1/24/2021,1,0,0,0,2021-05-27,1668,232393.39028776978,276.7847721822542,31.88189448441247,308.66666666666663,841.6378896882494,25,417
45,tower defense simulator,All Genres,1529566,50,867843380,558120,43562,"In this world, no one can survive alone. Team up with friends to fend off countless waves of zombies, fight bosses, earn coins, level up, and buy new towers! If you're feeling up for a challenge, try taking on harder bosses on harder difficulties!

👥💵 Join the group for +$100 starting cash! https://www.roblox.com/groups/4914494
👍Thumbs up and favorite for more quality updates!🌟

🔨UPDATES🔨
+ 🥶 FROST INVASION EVENT
+ ❄️ FROST SEASON
+ 🔨 SLEDGER TOWER
+ 📦 FROST SKINS
+ 💀 TOXIC GUNNER
+ 💪 TOWER REWORKS
+ 🛠️ BUG FIXES + CHANGES

Read full update log: https://devforum.roblox.com/t/tower-defense-simulator-frost-invasion-update

✨Lead Dev/Design: BelowNatural
📜Scripter: Razuatix
🎹Music Composer: Phoqus
🔊SFX Designer: BiddinUp
🖼️GFX Designer: Jaaziar

🏆 8th Annual Bloxy Award Winner
Google ""TDS Wiki"" for in-depth game info!",6/5/2019,5/25/2021,1,0,1,1,2021-05-27,722,1201999.1412742382,773.0193905817174,60.335180055401665,833.3545706371191,2118.5124653739613,23,826
46,[ice parts!] obby creator,All Genres,377940,16,89230111,74568,23985,"Welcome to Obby Creator, where you can build whatever you'd like and share it with the rest of the platform. Create your obby using in-game building tools or load and play anyone else's using their unique ObbyId!

When using Team Create, don't agree to let anyone join you unless you trust them or they may delete your whole obby. 

Credits: https://devforum.roblox.com/t/obby-creator-credits/318701
Full Update Logs: https://devforum.roblox.com/t/-/372543
Basic tutorial video: https://youtu.be/VjqNOspTssw

Previous Updates:
🧊 Added new Slipperiness property - make slippy ice parts!
⛰️ 2 new Skyboxes for Advanced Tools users.
🐛 Lots of bug fixes!
+ Other small changes!

If the game shuts down it's because I've either updated the game or fixed an important bug! :D Game updates every two weeks.",3/2/2019,5/25/2021,1,0,0,0,2021-05-27,817,109216.78212974296,91.27050183598531,29.357405140758875,120.62790697674419,462.5948592411261,25,799
47,tropical resort tycoon  ,Building,894349,8,210582115,264594,14341,"UPDATE OUT NOW:
🚗 2 new vehicles (both buyable with currency!)
🛠 Bug fixes and improvements
❓ Next update teaser!

The next update will be larger, more info soon! 😱

Build your Tropical Resort and complete your island! Drive epic vehicles, roleplay with friends, explore, and so much more! 🌴🌊🚘

💾 Tycoons autosave 💾 

🔔 Hit the FOLLOW button to get notified about updates! 🔔

Brought to you by the team at Ready, set, play!

filiptibell - Scripting & UI
pollopollop - Game Design & Modeling
michaelvanderfin - World Design & Modeling

🎮 Join our group for 10,000 in-game currency! 🎮
https://www.roblox.com/groups/7371243",8/10/2020,5/21/2021,0,0,0,0,2021-05-27,290,726145.224137931,912.3931034482758,49.45172413793104,961.8448275862069,3083.962068965517,24,620
48,  outlaster,Adventure,334809,50,59298683,85248,14174,"Compete against other players in a battle for power and safety from elimination! Form alliances and find advantages to further yourself in the game and eliminate any threats standing in your way. Can you become the ultimate outlaster?

👍 Make sure to give the game a thumbs up if you like it!

Follow the developers on Twitter to stay updated with news, codes, and sneak peeks!
@Repotted_
@GodzGalaxy_

Credits: https://devforum.roblox.com/t/outlaster-credits/811849",7/13/2020,4/30/2021,0,0,0,0,2021-05-27,318,186473.8459119497,268.07547169811323,44.57232704402516,312.6477987421384,1052.8584905660377,11,466
49,southwest florida beta,Town and City,358889,50,56374006,100391,14035,"⚠️ All forms of exploiting, including exploiting your car, will result in a PERMENANT ban. Bear this in mind! ⚠️

Welcome to Southwest Florida! Based around the Bonita Springs area, Southwest Florida is a roleplay game that offers a variety of jobs, vehicles, and more! 

⚠️ This game is not complete and some features are missing.

⚠️ This is a large game and lower end PCs, laptops, phones, and tablets may experience performance issues.

Controls
- ""V"" to toggle walk/jog, hold ""Shift"" to run
- Semi & Auto: ""E"" to upshift, ""Q"" to downshift (""X"" and ""Y"" on Xbox)
- Manual: Use the ""Shift"" key (""RB"" on Xbox) to control clutch while shifting
- Hold left-CTRL while accelerating to wheelie on a bike
- Cops & criminals have to enable PvP (bottom right) in order to do damage
",5/28/2020,5/23/2021,1,0,0,1,2021-05-27,364,154873.64285714287,275.79945054945057,38.55769230769231,314.3571428571429,985.9587912087912,22,776
50,rocitizens [cafe],Town and City,3399413,20,708718455,998888,124509,"+ New location: Cafe
+ Crime and Police system overhaul
+ Destructible environments
+ Performance improvements

Work at jobs, complete quests for the townspeople, customize and furnish a home, cruise about the town, or socialize with other citizens in a constantly growing world!",12/6/2013,5/15/2021,0,1,0,0,2021-05-27,2729,259698.9574935874,366.02711615976546,45.624404543788934,411.6515207035544,1245.6625137412973,17,279
51,  weight lifting simulator,Fighting,20123,25,8176368,18775,1257,"🔥 Use the code 'freecode' and LIKE the game for a free boost!
👍 NEW CODE releases once the game gets 20,000 LIKES!

💪 Unleash your strength and become the strongest lifter of all time! Train your body, lift weights, unlock new Worlds, fight other players, collect epic pets and brawl every few minutes to become the champion!

🎁 Join our group to unlock exclusive rewards in-game!
https://www.roblox.com/groups/10692800/Group-Items

👊⚡LATEST UPDATE:
- NEW Aura System! Power up as you're lifting weights!
- Pet XP and leveling up now available in the game!
- NEW Rebirth system and Rewards
- STOMP IS BACK!
- DESERT GYM: 75 REBIRTHS & 100 STRENGTH!
- NEW SPEED CITY with HUGE SPEED GAIN! (X2)

💖 Support the game by giving us a LIKE and a FAVORITE! 
📶 Make sure to hit the FOLLOW button to get notified about new updates!",5/9/2021,5/25/2021,0,0,0,0,2021-05-27,18,454242.6666666667,1043.0555555555557,69.83333333333333,1112.888888888889,1117.9444444444443,26,821
52,clone tycoon 2,Sci-Fi,2992473,5,497395831,795200,77267,"In Clone Tycoon 2, you can clone yourself and create an army! Upgrade your futuristic base, grow your clones, and build a research lab to become king of the cloning universe. Unlock stronger weapons, planes, rockets and many more exciting items.

Latest Update: 
-Invisible Cape Fix
-Clone Spawning Fix
-Rainbow Magic Carpet Fix

Credits / Music: https://devforum.roblox.com/t/t/459787",5/12/2016,5/19/2021,0,1,0,0,2021-05-27,1841,270176.98587724066,431.9391634980989,41.97012493210212,473.909288430201,1625.4606192286801,14,385
53,super hero tycoon,Fighting,40343,10,22726181,8575,2166,"👍 Hit The Like To Unlock Free Exclusive Gears! Make sure to Like The Game!
👍 ⭐ Support the game by giving us a LIKE and a FAVORITE!

Welcome To Super Hero Tycoon, Choose Your Character and Build Your Tycoon.

If you like the game, press the thumb up button!

Do not forget to like the game and add it to favorites, it means a lot if you do!

Join the The Tycoon Games to unlock exclusive cash and items in-game!
https://www.roblox.com/groups/6543268/The-Tycoon-Games",7/8/2020,3/29/2021,0,1,0,0,2021-05-27,323,70359.69349845202,26.54798761609907,6.705882352941177,33.253869969040245,124.90092879256966,17,466
54,[updated peace treaties] rise of nations,Military,199108,50,39009791,74469,11636,"Grand Strategy game focused on world domination

Biomes have been added. Take advantage of your new conditions. Events have also been added. Make careful choices that can change your country in this new major update!

Military leaders that can help turn the tide of a war, and more in this new update

Massive Technology Overhaul update, as well as numerous other changes.

You can now either unlock or purchase skins in the skins menu in game

Hold left shift to ignore units
Right click and drag to move
Mouse wheel or F/R to Zoom
Drag via left click to select multiple units

READ THE HELP
",11/14/2018,5/18/2021,1,1,0,0,2021-05-27,925,42172.74702702703,80.50702702702702,12.579459459459459,93.08648648648648,215.2518918918919,40,593
55,rainbow fun obby!,Adventure,3285,37,4403238,2111,503,"Hello and welcome to Rainbow Fun Obby! You must find a way to escape Rainbow Fun Obby! You find a obstacle course that can help you escape! You must CLIMB to the top of Rainbow Fun Obby, Parkour!

Rainbow Fun Obby!
--
Don't forget to Like and Favorite",4/14/2021,5/24/2021,0,1,0,0,2021-05-27,43,102400.88372093023,49.093023255813954,11.69767441860465,60.7906976744186,76.3953488372093,17,251
56,update #4 livetopia,Town and City,127364,22,13362541,20107,2248,"______/👁 What's New 👁\______
❣️ Little Red Riding Hood unlocked! Thank you for all the likes :) Scroll down for more unlockable items!
🎆 Light up the Fireworks!
🏘️ More and better Houses!!
🎎 Play with your friends and unlock unique Pets together~

For all new players, we want to send our warmest welcome to you:
✔️ Roleplaying! Choose your own roles, outfits, and careers!
🏡 Own different houses and cars!
🚁 Fly in the air! Heli and Hot-air Balloons!
🐱 Play with unique pets! Aren't they cute??!!??
🧐 Find secrets in the place! Or maybe just chill...

Sneak Peek: https://devforum.roblox.com/t/livetopia-weekly-sneak-peek (updated 5/21)
Patch Notes: https://devforum.roblox.com/t/livetopia-patch-notes

Thumbs-up 👍 and Favorite ⭐ if you enjoy the game and Follow 🔊 us to get timely updates! 
_______/🔥 Lovetopia 🔥\_______
👍 10,000 Likes to unlock Money Gun! (🔫 unlocked)
👍 15,000 Likes to unlock Lolipop! (🍭 unlocked)
👍 20,000 Likes to unlock Hot Dog Suit!
",4/28/2021,5/25/2021,0,1,1,0,2021-05-27,29,460777.275862069,693.3448275862069,77.51724137931035,770.8620689655172,4391.862068965517,19,958
