,Title,Genre,Favorite count,Maximum Visits,Total Visitors,likes count,dislikes count,Description,Date Created,Date Updated,new_text
26,[ bleach ] anime battle arena,Fighting,503143,12,219153492,201350,32765,"Check the second page of the roster to see JoJo characters.
 
Controls:
Shift: Sprint
Q: Dodge
F: Block
Basic Attack: Mouse1
Space+Mouse1: Aerial Attack
Combine Basic Attacks and Aerial Attacks to discover new combos.
Use 1,2,3,4 for your character special moves.
Transformation: G

Developers:  Melon_Sensei, Chicken_Man, Snakeworl
Contributors: BIGPAPAMAUI, Sprano, K1LLUA, Nilvaat, jjjakey, Kogrin, rikaid, Estheking",2/25/2018,5/21/2021,"[ bleach ] anime battle arenaCheck the second page of the roster to see JoJo characters.
 
Controls:
Shift: Sprint
Q: Dodge
F: Block
Basic Attack: Mouse1
Space+Mouse1: Aerial Attack
Combine Basic Attacks and Aerial Attacks to discover new combos.
Use 1,2,3,4 for your character special moves.
Transformation: G

Developers:  Melon_Sensei, Chicken_Man, Snakeworl
Contributors: BIGPAPAMAUI, Sprano, K1LLUA, Nilvaat, jjjakey, Kogrin, rikaid, Estheking"
27,farming and friends [xbox update!],All Genres,223557,8,36659166,61632,11538,"Farming and Friends is a fun, cooperative farming experience. No longer will you farm with your hands! Use your own tractors, plows, and other pieces of equipment to tend to your crops and take care of your animals. Expand and customize your farm however you like.

Supported on PC, Mobile and Xbox devices!

If you experience any issues, contact our mods!
Links below you our group page and social media.

Make sure to give us a like and don't forget to hit that follow button to get notified of all the updates!",1/21/2019,5/23/2021,"farming and friends [xbox update!]Farming and Friends is a fun, cooperative farming experience. No longer will you farm with your hands! Use your own tractors, plows, and other pieces of equipment to tend to your crops and take care of your animals. Expand and customize your farm however you like.

Supported on PC, Mobile and Xbox devices!

If you experience any issues, contact our mods!
Links below you our group page and social media.

Make sure to give us a like and don't forget to hit that follow button to get notified of all the updates!"
28,[arcane knight + 5x stats] a hero's destiny,All Genres,100844,12,25330501,44680,8223,"Train with friends, battle difficult enemies, and complete challenging quests while working your way towards becoming the strongest! 

Changelog
- New legendary class
- Three new ranks
- Some minor changes to the map and bug fixes

Controls
Z - Train
X - Lockon
N - Equip Sword (Ninja)
Q/E/R/F/C - Abilities
G - Awakening
CTRL - Sprint",3/1/2021,5/22/2021,"[arcane knight + 5x stats] a hero's destinyTrain with friends, battle difficult enemies, and complete challenging quests while working your way towards becoming the strongest! 

Changelog
- New legendary class
- Three new ranks
- Some minor changes to the map and bug fixes

Controls
Z - Train
X - Lockon
N - Equip Sword (Ninja)
Q/E/R/F/C - Abilities
G - Awakening
CTRL - Sprint"
29,  lumber tycoon 2,Adventure,3743267,6,789431963,1557766,220328,"Welcome to Lumberland!

Deforest your surroundings and build your dreams! Check the changelog to keep up with the most recent updates. You can find it in the game menu.

Join the community-run fan group! https://www.roblox.com/Groups/Group.aspx?gid=2658221

Thanks for playing!",7/30/2009,5/7/2021,"  lumber tycoon 2Welcome to Lumberland!

Deforest your surroundings and build your dreams! Check the changelog to keep up with the most recent updates. You can find it in the game menu.

Join the community-run fan group! https://www.roblox.com/Groups/Group.aspx?gid=2658221

Thanks for playing!"
30,fossil egg tapping gods,All Genres,92303,12,9999631,72002,6202,"  Use the code ""ALIEN"" and LIKE the game for a FREE PET!

  Use the code ""RELEASE"" and LIKE the game for 500 Taps!
NEW CODE AT 75,000 LIKES!

USE CODE RUSSO WHEN BUYING ROBUX OR PREMIUM!  🥶

 YOUTUBER UPDATE! 
New Youtuber Egg!
7 New Pets!
New Secret Pet!
Bug fixes!

Welcome to Tapping Gods! In this game you use your Tap button to earn Taps, in which you can Rebirth, and gain Diamonds! Buy pets with your Taps, and use Diamonds to unlock Pets, which give you better multipliers!

SHUTDOWN = UPDATE/FIXES

⭐ Join BlueDevGroup! ⭐
Produced by @RussoTalks @Ayzilo_o @DobDevv  @OneLegitDev @FilteredScript

Pets modeled by @CursedHyp3r @Yzbzi_7 @Domiscius
Thumbnail by @XandsGFX
Game Icons by @DobDevv",7/13/2020,5/26/2021,"fossil egg tapping gods  Use the code ""ALIEN"" and LIKE the game for a FREE PET!

  Use the code ""RELEASE"" and LIKE the game for 500 Taps!
NEW CODE AT 75,000 LIKES!

USE CODE RUSSO WHEN BUYING ROBUX OR PREMIUM!  🥶

 YOUTUBER UPDATE! 
New Youtuber Egg!
7 New Pets!
New Secret Pet!
Bug fixes!

Welcome to Tapping Gods! In this game you use your Tap button to earn Taps, in which you can Rebirth, and gain Diamonds! Buy pets with your Taps, and use Diamonds to unlock Pets, which give you better multipliers!

SHUTDOWN = UPDATE/FIXES

⭐ Join BlueDevGroup! ⭐
Produced by @RussoTalks @Ayzilo_o @DobDevv  @OneLegitDev @FilteredScript

Pets modeled by @CursedHyp3r @Yzbzi_7 @Domiscius
Thumbnail by @XandsGFX
Game Icons by @DobDevv"
31,ninja tycoon (v3.7),All Genres,504224,8,130565895,124592,16085,"Like Demon Slayer? try my tycoon: https://www.roblox.com/games/6490016198/GRAND-OPENING-Slayer-Tycoon
Like One Piece? Try my tycoon: https://www.roblox.com/games/1501125290/One-Piece-Tycoon
------------------------------
E - Dash (Button on mobile) (Y button on console)
Double Space - Double Jump
Jump on Wall - Wall Climbing
*Activate Gamepass Modes in the Robux GUI, click the one you own
------------------------------
Join the discoard to read the update log.
------------------------------
Be aware that this game doesn't save tycoons and weapons. It was not designed to be that way.
------------------------------
This is a combat-based tycoon game inspired by the Naruto, Naruto Shippuden, and Boruto anime / manga.
-----------------------------------
DEVS:
Coldjason (Me) - Creator
AzuriteStorm - Map Builder
",2/28/2015,5/8/2021,"ninja tycoon (v3.7)Like Demon Slayer? try my tycoon: https://www.roblox.com/games/6490016198/GRAND-OPENING-Slayer-Tycoon
Like One Piece? Try my tycoon: https://www.roblox.com/games/1501125290/One-Piece-Tycoon
------------------------------
E - Dash (Button on mobile) (Y button on console)
Double Space - Double Jump
Jump on Wall - Wall Climbing
*Activate Gamepass Modes in the Robux GUI, click the one you own
------------------------------
Join the discoard to read the update log.
------------------------------
Be aware that this game doesn't save tycoons and weapons. It was not designed to be that way.
------------------------------
This is a combat-based tycoon game inspired by the Naruto, Naruto Shippuden, and Boruto anime / manga.
-----------------------------------
DEVS:
Coldjason (Me) - Creator
AzuriteStorm - Map Builder
"
32,scp-3008 [2.6],Horror,955880,14,129757792,306580,30367,"Don't follow any links put in-game. They will scam you!

Thumbnail by: @Plague_Dash
Version 2.6

SCP-3008, the infinite IKEA. Wander through the vast horror land of furniture located within SCP-3008-1. Build a base, survive from employees. Stay alive.

: Please keep in mind, this game is early in development, so do note that bugs will most likely occur.",1/20/2019,4/19/2021,"scp-3008 [2.6]Don't follow any links put in-game. They will scam you!

Thumbnail by: @Plague_Dash
Version 2.6

SCP-3008, the infinite IKEA. Wander through the vast horror land of furniture located within SCP-3008-1. Build a base, survive from employees. Stay alive.

: Please keep in mind, this game is early in development, so do note that bugs will most likely occur."
33,[2x luck] saber simulator,Fighting,1424368,20,487342923,451863,71849,"Welcome to Saber Simulator!

HOW TO PLAY:
⚡ Train your character by swinging your sword and gathering strength. 
  Use strength to fight other players. 
  Sell your strength for coins and upgrade your character in the shop. 
  Try to get to the top of the leaderboards!

Latest Update: [Update 78]: v2.053
- New Sword (Fusionblade)
- 9 new pets and a new island
- Double Luck Event continues
- New Features Coming Soon!

Updates every Friday at 10 PM PST!

Join the group HD Games. for an in-game reward:
  20% Extra Coins
⚡ Chat Tag
  Name Tag 

Made by HD Games",9/7/2019,5/22/2021,"[2x luck] saber simulatorWelcome to Saber Simulator!

HOW TO PLAY:
⚡ Train your character by swinging your sword and gathering strength. 
  Use strength to fight other players. 
  Sell your strength for coins and upgrade your character in the shop. 
  Try to get to the top of the leaderboards!

Latest Update: [Update 78]: v2.053
- New Sword (Fusionblade)
- 9 new pets and a new island
- Double Luck Event continues
- New Features Coming Soon!

Updates every Friday at 10 PM PST!

Join the group HD Games. for an in-game reward:
  20% Extra Coins
⚡ Chat Tag
  Name Tag 

Made by HD Games"
34,the neighborhood of robloxia,Town and City,1883818,45,315828781,467343,78406,"What's NEW in this version (6.9.3.0)?
• Experience improvements to the outfit editor.
• Added improvements to the toolbar.",9/15/2012,5/25/2021,"the neighborhood of robloxiaWhat's NEW in this version (6.9.3.0)?
• Experience improvements to the outfit editor.
• Added improvements to the toolbar."
35,[update 14] blox fruits,Adventure,1547408,12,1506047413,685784,51105,"  UPDATE 14 OUT NOW!  
Rumble Awakening + Island + Cyborg ++ MORE!

Welcome to Blox Fruits! Become a master swordsman or a powerful blox fruit user as you train to become the strongest player to ever live. You can choose to fight against tough enemies or have powerful boss battles while sailing across the ocean to find hidden secrets. 

Current level cap: 1525
Current fruits in the game:
Bomb, Spike, Chop, Spring, Smoke, Flame, Ice, Sand, Dark, Light, Magma, Rubber, Quake, Human Buddha, Barrier String, Bird Phoenix, Rumble, Paw, Gravity, Dough, Control, and Dragon!
FAQ:
- Fruits spawn in the map every hour / despawn after 20. 
- You can buy fruits from the Blox Fruits Dealer. He restocks random fruits every 4 hours 
- More info in the group description

Do not exploit or auto farm, our auto-detection will catch you and we do not appeal our bans.",1/16/2019,3/22/2021,"[update 14] blox fruits  UPDATE 14 OUT NOW!  
Rumble Awakening + Island + Cyborg ++ MORE!

Welcome to Blox Fruits! Become a master swordsman or a powerful blox fruit user as you train to become the strongest player to ever live. You can choose to fight against tough enemies or have powerful boss battles while sailing across the ocean to find hidden secrets. 

Current level cap: 1525
Current fruits in the game:
Bomb, Spike, Chop, Spring, Smoke, Flame, Ice, Sand, Dark, Light, Magma, Rubber, Quake, Human Buddha, Barrier String, Bird Phoenix, Rumble, Paw, Gravity, Dough, Control, and Dragon!
FAQ:
- Fruits spawn in the map every hour / despawn after 20. 
- You can buy fruits from the Blox Fruits Dealer. He restocks random fruits every 4 hours 
- More info in the group description

Do not exploit or auto farm, our auto-detection will catch you and we do not appeal our bans."
36,[ codes ] demon slayer rpg,All Genres,437754,18,50484785,172236,19103,"Xbox Controls: https://devforum.roblox.com/t/demon-slayer-rpg-2-xbox-controls/767462

[IMPORTANT] This game is in testing, expect some bugs and glitches when playing the game. 

""Demon Slayer RPG 2"" is a fangame on the popular manga/anime series Demon Slayer created by Koyoharu Gotouge.

Slay the Evil Demons of the night or betray humanity for more power. Fight, Explore, and grow stronger as you discover new abilities and techniques. Journey into the night, either alone or with your friends. 

Developers
Higoshi - Project Lead, Programmer
Cuansety/NooberSaures - World Builder
SpectralGames/Dreadful/BenereV2- VFX
Trexori - Mesh Maker
Catcrew - Face Designer
vidgamenate - SFX, Game Design
VastFRX - UI Design

Credits: Sizzorsx (Scripting Help), ELEVAT_R(Hair Models), Globnik (Clothing)
Blotnik (Clothing)
Cycthe (Clothing)

If you wish to turn off the music, type ""!music off"" in chat.

Group: https://www.roblox.com/groups/5126223/Demon-Slayer-RPG#!/about",2/26/2020,5/20/2021,"[ codes ] demon slayer rpgXbox Controls: https://devforum.roblox.com/t/demon-slayer-rpg-2-xbox-controls/767462

[IMPORTANT] This game is in testing, expect some bugs and glitches when playing the game. 

""Demon Slayer RPG 2"" is a fangame on the popular manga/anime series Demon Slayer created by Koyoharu Gotouge.

Slay the Evil Demons of the night or betray humanity for more power. Fight, Explore, and grow stronger as you discover new abilities and techniques. Journey into the night, either alone or with your friends. 

Developers
Higoshi - Project Lead, Programmer
Cuansety/NooberSaures - World Builder
SpectralGames/Dreadful/BenereV2- VFX
Trexori - Mesh Maker
Catcrew - Face Designer
vidgamenate - SFX, Game Design
VastFRX - UI Design

Credits: Sizzorsx (Scripting Help), ELEVAT_R(Hair Models), Globnik (Clothing)
Blotnik (Clothing)
Cycthe (Clothing)

If you wish to turn off the music, type ""!music off"" in chat.

Group: https://www.roblox.com/groups/5126223/Demon-Slayer-RPG#!/about"
